"gene","entrez","tpm","ModelID","PatientID","CellLineName","StrippedCellLineName","DepmapModelType","OncotreeLineage","OncotreePrimaryDisease","OncotreeSubtype","OncotreeCode","LegacyMolecularSubtype","PatientMolecularSubtype","RRID","Age","AgeCategory","Sex","PatientRace","PrimaryOrMetastasis","SampleCollectionSite","SourceType","SourceDetail","TreatmentStatus","TreatmentDetails","GrowthPattern","OnboardedMedia","FormulationID","EngineeredModel","TissueOrigin","CCLEName","CatalogNumber","PlateCoating","ModelDerivationMaterial","PublicComments","WTSIMasterCellID","SangerModelID","COSMICID","LegacySubSubtype"
"OTC","5009",0,"ACH-000613","PT-epgMPc","HOS","HOS","OS","Bone","Osteosarcoma","Osteosarcoma","OS","",NA,"CVCL_0312",13,"Pediatric","Female","caucasian","Primary","bone","ATCC","ATCC","",NA,"Adherent","","","",NA,"HOS_BONE","CRL-1543","None","","",1202,"SIDM00806",907060,""
"OTC","5009",0,"ACH-000855","PT-8JwTBr","KYSE-150","KYSE150","ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","",NA,"CVCL_1348",49,"Adult","Female","asian","Primary","oesophagus","DSMZ","DSMZ","",NA,"Adherent","MF-011-002","RPMI:F12 (1:1) + 10% FBS","",NA,"KYSE150_OESOPHAGUS","ACC 375","None","","",407,"SIDM01031",907317,""
"OTC","5009",0,"ACH-000906","PT-rH0cpo","ES-2","ES2","CCOV","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","CCOV","",NA,"CVCL_3509",47,"Adult","Female","black_or_african_american","Primary","ovary","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"ES2_OVARY","CRL-1978","None","","",869,"SIDM00861",1240128,"clear_cell"
"OTC","5009",0.0285691521967709,"ACH-000348","PT-xMEDHc","RPMI-7951","RPMI7951","MEL","Skin","Melanoma","Melanoma","MEL","",NA,"CVCL_1666",18,"Adult","Female","caucasian","Metastatic","lymph_node","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"RPMI7951_SKIN","HTB-66","None","","",1909,"SIDM01087",910903,""
"OTC","5009",0.01435529297707,"ACH-001100","PT-gWewrL","KHYG-1","KHYG1","NKCLL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","NKCLL","",NA,"CVCL_2976",45,"Adult","Female","","","haematopoietic_and_lymphoid_tissue","Academic lab","","",NA,"Suspension","","","",NA,"KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","","None","","",NA,"SIDM01661",NA,""
"OTC","5009",0,"ACH-000238","PT-Kf5TA3","SCC-4","SCC4","OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",NA,"CVCL_1684",55,"Adult","Male","","Primary","upper_aerodigestive_tract","ATCC","ATCC","",NA,"Adherent","MF-007-022","DMEM:F12 + 10% FBS + 0.4ug/ml Hydrocortisone","",NA,"SCC4_UPPER_AERODIGESTIVE_TRACT","","None","","",1476,"SIDM01081",910904,"oral"
"OTC","5009",0,"ACH-000237","PT-wwKJYr","JHOM-1","JHOM1","MOV","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mucinous Ovarian Cancer","MOV","",NA,"CVCL_4644",88,"Adult","Female","","Primary","ovary","RIKEN","RIKEN","",NA,"Adherent","MF-007-018","DMEM:F12 + 10% FBS + 100uM NEAA","",NA,"JHOM1_OVARY","RCB1676","None","","",NA,"",NA,"mucinous"
"OTC","5009",0,"ACH-000393","PT-saZI6H","HLF","HLF","HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","",NA,"CVCL_2947",68,"Adult","Male","asian","Primary","liver","HSRRB","HSRRB","",NA,"Adherent","MF-006-001","MEM + 10% FBS","",NA,"HLF_LIVER","JCRB0405","None","","",NA,"SIDM00065",NA,""
"OTC","5009",0,"ACH-000623","PT-llEy7t","SNU-201","SNU201","GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","",NA,"CVCL_5033",58,"Adult","Male","asian","Primary","central_nervous_system","KCLB","KCLB","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"SNU201_CENTRAL_NERVOUS_SYSTEM","201","None","","",NA,"SIDM00158",NA,"glioblastoma"
"OTC","5009",0,"ACH-000359","PT-qWqYVi","MG-63","MG63","OS","Bone","Osteosarcoma","Osteosarcoma","OS","",NA,"CVCL_0426",14,"Pediatric","Male","caucasian","Primary","bone","ATCC","ATCC","",NA,"Adherent","MF-015-001","EMEM + 10% FBS","",NA,"MG63_BONE","CRL -1428","None","","",2170,"SIDM00525",908131,""
"OTC","5009",0,"ACH-001028","PT-kX7CzT","CHLA-06","CHLA06ATRT","ATRT","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT","",NA,"CVCL_AQ42",0,"Pediatric","Female","","","central_nervous_system","Academic lab","Roberts (St Jude Hospital)","",NA,"Mixed","MF-005-005","IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium","",NA,"CHLA06ATRT_SOFT_TISSUE","","None","","",NA,"",NA,""
"OTC","5009",0.0426443374084937,"ACH-000621","PT-ER2PWK","MDA-MB-157","MDAMB157","IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","basal_B",NA,"CVCL_0618",44,"Adult","Female","black_or_african_american","Metastatic","pleural_effusion","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"MDAMB157_BREAST","HTB-24","None","","",1796,"SIDM00529",925338,"ERneg_HER2neg"
"OTC","5009",0,"ACH-001641","PT-4X1Phg","SAT","SAT","HNSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC","",NA,"CVCL_3160",NA,"Unknown","Unknown","","Primary","upper_aerodigestive_tract","JCRB","JCRB","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"SAT_UPPER_AERODIGESTIVE_TRACT","JCRB1027","None","","",562,"SIDM00350",1299050,""
"OTC","5009",0.0426443374084937,"ACH-000056","PT-QeK3sM","DOHH-2","DOHH2","DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","",NA,"CVCL_1179",60,"Adult","Male","","Metastatic","pleural_effusion","DSMZ","DSMZ","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACC 47","None","","",1339,"SIDM00981",906842,"DLBCL"
"OTC","5009",0,"ACH-000483","PT-YTIYsu","SNU-182","SNU182","HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","",NA,"CVCL_0090",24,"Adult","Male","asian","Primary","liver","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"SNU182_LIVER","CRL-2235","None","","",1481,"SIDM01151",1240216,""
"OTC","5009",0.111031312388744,"ACH-000514","PT-Jj10yy","NCI-H1092","NCIH1092","SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","",NA,"CVCL_1454",67,"Adult","Male","caucasian","Metastatic","bone_marrow","ATCC","ATCC","",NA,"Suspension","MF-007-025","DMEM:F12 + 5% FBS + 2mM Glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol","",NA,"NCIH1092_LUNG","CRL-5855","None","","",1928,"SIDM00653",687997,""
"OTC","5009",0,"ACH-000051","PT-xfVhgW","TE 617.T","TE617T","RMS","Soft Tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","RMS","",NA,"CVCL_1755",1,"Pediatric","Female","caucasian","Primary","soft_tissue","ATCC","ATCC","",NA,"Unknown","MF-002-001","DMEM + 10% FBS","",NA,"TE617T_SOFT_TISSUE","Discontinued","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000043","PT-rTUVZQ","Hs 895.T","HS895T","ZFIBSKI","Fibroblast","Non-Cancerous","Fibroblast, Skin","","",NA,"CVCL_0993",48,"Adult","Female","caucasian","Metastatic","fibroblast","ATCC","ATCC","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"HS895T_FIBROBLAST","CRL-7637","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000936","PT-AiIzwN","EFO-27","EFO27","MOV","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mucinous Ovarian Cancer","MOV","",NA,"CVCL_1192",36,"Adult","Female","","Metastatic","abdomen","DSMZ","DSMZ","",NA,"Adherent","MF-001-047","RPMI + 20% FBS + 2 mM Glutamine + 1x MEM NEAA + 1 mM sodium pyruvate","",NA,"EFO27_OVARY","ACC 191","None","","",1497,"SIDM01051",906852,"endometrioid"
"OTC","5009",0,"ACH-000716","PT-EhboSJ","TT2609-C02","TT2609C02","THFO","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","THFO","",NA,"CVCL_2218",57,"Adult","Male","caucasian","Primary","thyroid","DSMZ","DSMZ","",NA,"Adherent","MF-001-020","RPMI + 20% FBS","",NA,"TT2609C02_THYROID","ACC 510","None","","",1457,"SIDM00418",1240223,"follicular"
"OTC","5009",0,"ACH-000988","PT-blqauC","MFE-319","MFE319","UASC","Uterus","Endometrial Carcinoma","Uterine Adenosquamous Carcinoma","UASC","",NA,"CVCL_2112",81,"Adult","Female","","Primary","endometrium","DSMZ","DSMZ","",NA,"Adherent","MF-041-001","RPMI:EMEM (1:1) + 10% FBS","",NA,"MFE319_ENDOMETRIUM","ACC 423","None","","",1816,"SIDM00333",1240174,""
"OTC","5009",0,"ACH-000952","PT-4e8Oiw","MDA PCa 2b","MDAPCA2B","PRAD","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD","",NA,"CVCL_4748",63,"Adult","Male","black_or_african_american","Metastatic","bone","ATCC","ATCC","",NA,"Adherent","MF-004-007","F12 + 20% FBS","",NA,"MDAPCA2B_PROSTATE","CRL-2422","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-001350","PT-KgSHOe","HTC-C3","HTCC3","THAP","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP","",NA,"CVCL_1295",44,"Adult","Female","","Metastatic","pleural_effusion","DSMZ","DSMZ","",NA,"Adherent","MF-002-009","DMEM + 20% FBS","",NA,"HTCC3_THYROID","580","None","","",329,"SIDM00496",924151,"giant_cell"
"OTC","5009",0,"ACH-000065","PT-EsXLcC","OCI-AML5","OCIAML5","AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","",NA,"CVCL_1620",77,"Adult","Male","","Primary","haematopoietic_and_lymphoid_tissue","DSMZ","DSMZ","",NA,"Suspension","MF-003-002","AlphaMEM + 20% FBS + 10ng/ml GM-CSF","",NA,"OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACC 247","None","","",2130,"SIDM00461",1330983,""
"OTC","5009",0,"ACH-000609","PT-w4DAqh","SF126","SF126","GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","",NA,"CVCL_1688",50,"Adult","Female","","Primary","central_nervous_system","HSRRB","HSRRB","",NA,"Adherent","MF-006-001","MEM + 10% FBS","",NA,"SF126_CENTRAL_NERVOUS_SYSTEM","IFO50286","None","","",1677,"SIDM00382",909712,"astrocytoma"
"OTC","5009",0,"ACH-001411","PT-gYhX0x","UM-UC-5","UMUC5","BLSC","Bladder/Urinary Tract","Bladder Squamous Cell Carcinoma","Bladder Squamous Cell Carcinoma","BLSC","",NA,"CVCL_2750",NA,"Unknown","Female","","Primary","urinary_tract","Sigma-Aldrich","Sigma-Aldrich","",NA,"Adherent","MF-015-002","EMEM + 10% FBS + 2mM Glutamine + 100uM NEAA","",NA,"UMUC5_URINARY_TRACT","8090502","None","","",NA,"",NA,"bladder_squamous"
"OTC","5009",0,"ACH-000504","PT-YFHa1n","SNB75","SNB75","GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","",NA,"CVCL_1706",75,"Adult","Female","","Primary","central_nervous_system","Academic lab","Garraway lab","",NA,"Adherent","MF-001-014","RPMI + 5% FBS","",NA,"SNB75_CENTRAL_NERVOUS_SYSTEM","","None","","",1181,"SIDM00095",905982,""
"OTC","5009",0,"ACH-000956","PT-rqTCjv","22Rv1","22RV1","PRAD","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD","",NA,"CVCL_1045",NA,"Adult","Male","","Primary","prostate","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"22RV1_PROSTATE","CRL-2505","None","","",1027,"SIDM00499",924100,""
"OTC","5009",0,"ACH-001712","PT-O6FqYe","Hs 860.T","HS860T","OS","Bone","Osteosarcoma","Osteosarcoma","OS","",NA,"CVCL_0957",22,"Adult","Male","","Primary","bone","Academic lab","Kim Stegmaier (Broad)","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"HS860T_BONE","","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000652","PT-ETHfq8","SUIT-2","SUIT2","PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","",NA,"CVCL_3172",73,"Adult","Male","asian","Metastatic","liver","HSRRB","HSRRB","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"SUIT2_PANCREAS","JCRB1094","None","","",1749,"SIDM00371",1240219,"exocrine_adenocarcinoma"
"OTC","5009",0,"ACH-000414","PT-0Fp6tq","NCI-H1944","NCIH1944","LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","",NA,"CVCL_1508",62,"Adult","Female","caucasian","Metastatic","soft_tissue","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"NCIH1944_LUNG","CRL - 5907","None","","",183,"SIDM00762",1240185,"NSCLC_adenocarcinoma"
"OTC","5009",0,"ACH-000472","PT-MxVfNi","HSC-2","HSC2","OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",NA,"CVCL_1287",69,"Adult","Male","","Metastatic","upper_aerodigestive_tract","HSRRB","HSRRB","",NA,"Adherent","MF-006-001","MEM + 10% FBS","",NA,"HSC2_UPPER_AERODIGESTIVE_TRACT","JCRB0622","None","","",944,"SIDM00590",753562,""
"OTC","5009",0,"ACH-000007","PT-NOXwpH","LS513","LS513","COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","",NA,"CVCL_1386",63,"Adult","Male","caucasian","Primary","large_intestine","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"LS513_LARGE_INTESTINE","CRL-2134","None","","",569,"SIDM00677",907795,""
"OTC","5009",0.070389327891398,"ACH-000446","PT-QRDJzM","KP-N-SI9s","KPNSI9S","NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","",NA,"CVCL_1340",5,"Pediatric","Male","","Metastatic","autonomic_ganglia","HSRRB","HSRRB","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"KPNSI9S_AUTONOMIC_GANGLIA","","None","","",NA,"",NA,""
"OTC","5009",0.0840642647884745,"ACH-000386","PT-7cCzYA","KG-1","KG1","AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","",NA,"CVCL_0374",59,"Adult","Male","caucasian","Primary","bone_marrow","ATCC","ATCC","",NA,"Suspension","MF-005-004","IMDM + 20% FBS","",NA,"KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CCL-246","None","","",193,"SIDM00785",907278,""
"OTC","5009",0,"ACH-001850","PT-rx5EvX","G415","G415","GBAD","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","GBAD","",NA,"CVCL_8198",68,"Adult","Male","","Metastatic","ascites","RIKEN","RIKEN via academic lab","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"G415_BILIARY_TRACT","RCB2640","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000755","PT-DxHqyx","HCC2218","HCC2218","DCIS","Breast","Breast Ductal Carcinoma In Situ","Breast Ductal Carcinoma In Situ","DCIS","HER2_amp",NA,"CVCL_1263",38,"Adult","Female","caucasian","Primary","breast","ATCC","ATCC","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"HCC2218_BREAST","","None","","",352,"SIDM00772",749716,"ERneg_HER2pos"
"OTC","5009",0,"ACH-000028","PT-viJKnw","KPL-1","KPL1","BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","luminal",NA,"CVCL_2094",69,"Adult","Female","caucasian","Metastatic","pleural_effusion","DSMZ","DSMZ","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"KPL1_BREAST","","None","","SNP fingerprinting confirms that this line is an MCF-7 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.",NA,"SIDM00147",NA,"ERpos_HER2neg"
"OTC","5009",0,"ACH-000665","PT-41lHFE","SK-MES-1","SKMES1","LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","",NA,"CVCL_0630",65,"Adult","Male","caucasian","Metastatic","pleural_effusion","ATCC","ATCC","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"SKMES1_LUNG","HTB-58","None","","",1628,"SIDM01103",909728,"NSCLC_squamous"
"OTC","5009",0,"ACH-001679","PT-Ea4nZo","U-2973","U2973","HGBCLMYCBCL2","Lymphoid","Mature B-Cell Neoplasms","High-Grade B-Cell Lymphoma, with MYC and BCL2 and/or BCL6 Rearrangements","HGBCLMYCBCL2","",NA,"CVCL_1898",42,"Adult","Male","","Primary","haematopoietic_and_lymphoid_tissue","DSMZ","DSMZ","",NA,"Suspension","MF-001-020","RPMI + 20% FBS","",NA,"U2973_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","","None","","",NA,"",NA,"b_cell"
"OTC","5009",0,"ACH-000078","PT-Vot01h","MHH-NB-11","MHHNB11","NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","MYCN_amp",NA,"CVCL_1412",4,"Pediatric","Male","caucasian","Metastatic","autonomic_ganglia","DSMZ","DSMZ","",NA,"Mixed","MF-001-001","RPMI + 10% FBS","",NA,"MHHNB11_AUTONOMIC_GANGLIA","ACC 157","None","","",1818,"SIDM00387",908135,""
"OTC","5009",0,"ACH-002046","PT-SKC9qY","HTMMT","HTMMT","UCS","Uterus","Endometrial Carcinoma","Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","UCS","",NA,"CVCL_8721",66,"Adult","Female","","Primary","endometrium","RIKEN","RIKEN","",NA,"Adherent","MF-004-002","F12 + 15% FBS","",NA,"HTMMT_ENDOMETRIUM","RCB0660","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000397","PT-lpuBPT","TEN","TEN","UCCC","Uterus","Endometrial Carcinoma","Uterine Clear Cell Carcinoma","UCCC","",NA,"CVCL_E063",74,"Adult","Female","asian","Primary","endometrium","RIKEN","RIKEN","",NA,"Adherent","MF-006-001","MEM + 10% FBS","",NA,"TEN_ENDOMETRIUM","RCB1433","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-003145","PT-sWvf4E","ABM-T0725","ABMT0725","ZIMMENUVE","Embryonal","Non-Cancerous","Immortalized Endothelial Cells, Umbilical Vein","","",NA,"",NA,"Unknown","","","","reproductive","ABM","ABM","",NA,"Adherent","MF-043-001","PriGrow I (TM001) + 25 μg/ml BPE + 0.15 ng/ml hEGF + 30 ng/ml cholera toxin (Sigma) + 5 μg/ml gentamycin","",NA,"","","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000229","PT-DGfHIv","Hs 822.T","HS822T","ZFIBBON","Fibroblast","Non-Cancerous","Fibroblast, Bone","","",NA,"CVCL_0933",9,"Pediatric","Female","caucasian","Primary","fibroblast","ATCC","ATCC","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"HS822T_FIBROBLAST","","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-002925","PT-abxYPP","UPMM3","UPMM3","UM","Eye","Ocular Melanoma","Uveal Melanoma","UM","",NA,"CVCL_C295",NA,"Unknown","Male","","Primary","eye","QIMRB Berghofer","QIMRB Berghofer (via CRUK Manchester)","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"","","None","","",NA,"",NA,"uveal"
"OTC","5009",0,"ACH-000518","PT-czsVU5","CAL-33","CAL33","OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",NA,"CVCL_1108",69,"Adult","Male","","Primary","upper_aerodigestive_tract","DSMZ","DSMZ","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"CAL33_UPPER_AERODIGESTIVE_TRACT","447","None","","",2041,"SIDM00942",753541,"oral"
"OTC","5009",0.0565835283663675,"ACH-001566","PT-4UAKiS","MM370","MM370","MEL","Skin","Melanoma","Melanoma","MEL","",NA,"CVCL_2605",NA,"Unknown","Male","","Metastatic","lymph_node","Sigma-Aldrich","Sigma-Aldrich","",NA,"Adherent","MF-001-004","RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES","",NA,"MM370_SKIN","CBA-1348","None","","",NA,"",NA,""
"OTC","5009",0.0285691521967709,"ACH-000252","PT-XQHvQF","LS1034","LS1034","COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","",NA,"CVCL_1382",54,"Adult","Male","caucasian","Primary","large_intestine","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"LS1034_LARGE_INTESTINE","CRL-2158","None","","",1756,"SIDM00681",917486,""
"OTC","5009",0,"ACH-000572","PT-GdtXdl","G-361","G361","MEL","Skin","Melanoma","Melanoma","MEL","",NA,"CVCL_1220",31,"Adult","Male","caucasian","Primary","skin","ATCC","ATCC","",NA,"Adherent","MF-023-001","McCoy's 5A + 10% FBS","",NA,"G361_SKIN","CRL-1424","None","","",1173,"SIDM00857",906865,""
"OTC","5009",0,"ACH-001605","PT-5s2EZm","no.10","NO10","GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","",NA,"CVCL_3075",62,"Adult","Male","","Primary","central_nervous_system","JCRB","JCRB","",NA,"Adherent","MF-015-001","EMEM + 10% FBS","",NA,"NO10_CENTRAL_NERVOUS_SYSTEM","IFO50368","None","","",36,"SIDM00574",908452,"glioblastoma"
"OTC","5009",0,"ACH-002522","PT-7B82nW","SNU-2292","SNU2292","LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","",NA,"CVCL_5036",39,"Adult","Female","","Metastatic","pleural_effusion","KCLB","KCLB","",NA,"Adherent","MF-001-005","RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate","",NA,"SNU2292_LUNG","","None","","",NA,"",NA,"NSCLC_adenocarcinoma"
"OTC","5009",0,"ACH-000277","PT-osxHUh","HCC1419","HCC1419","IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","HER2_amp",NA,"CVCL_1251",42,"Adult","Female","","Primary","breast","ATCC","ATCC","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"HCC1419_BREAST","CRL-2326","None","","",1551,"SIDM00882",907045,"ERpos_HER2pos"
"OTC","5009",0,"ACH-001239","PT-JAyPtz","WM-266-4","WM2664","MEL","Skin","Melanoma","Melanoma","MEL","",NA,"CVCL_2765",55,"Adult","Female","","Metastatic","skin","ATCC","ATCC","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"WM2664_SKIN","*Couldn't find on ATCC","None","","",NA,"SIDM00979",NA,""
"OTC","5009",0.0426443374084937,"ACH-000786","PT-ieeLlY","Daudi","DAUDI","BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","",NA,"CVCL_0008",16,"Pediatric","Male","black_or_african_american","Primary","haematopoietic_and_lymphoid_tissue","ATCC","ATCC","Unknown",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CCL-213","None","","",1783,"SIDM00845",906831,"b_cell_burkitt"
"OTC","5009",0,"ACH-000803","PT-dQkCfQ","COLO 668","COLO668","SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","",NA,"CVCL_1128",47,"Adult","Female","","Metastatic","central_nervous_system","ECACC","ECACC","",NA,"Suspension","","","",NA,"COLO668_LUNG","87061209","None","","",1072,"SIDM00143",910692,""
"OTC","5009",0,"ACH-001970","PT-75oSJn","MM253","MM253","MEL","Skin","Melanoma","Melanoma","MEL","",NA,"CVCL_2604",46,"Adult","Male","","Metastatic","lymph_node","CellBank Australia","CellBank Australia","",NA,"Adherent","MF-001-004","RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES","",NA,"MM253_SKIN","CBA-1347","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-002038","PT-BC5ORj","HSKTC","HSKTC","OOVC","Ovary/Fallopian Tube","Ovarian Cancer, Other","Ovarian Cancer, Other","OOVC","",NA,"CVCL_8234",46,"Adult","Female","","Primary","ovary","RIKEN","RIKEN","",NA,"Adherent","MF-004-002","F12 + 15% FBS","",NA,"HSKTC_OVARY","RCB0515","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000537","PT-CLc6my","SNU-761","SNU761","HCC","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC","",NA,"CVCL_5089",49,"Adult","Male","asian","Primary","liver","KCLB","KCLB","",NA,"Adherent","MF-001-001","RPMI + 10% FBS","",NA,"SNU761_LIVER","761","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-002806","PT-k6klta","TB096","TB096","AASTR","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","AASTR","IDH",NA,"",25,"Adult","Male","","Primary","central_nervous_system","Academic lab","Obtained from Hai Yan (Duke University)","",NA,"Adherent","MF-002-001","DMEM + 10% FBS","",NA,"TB096_BRAIN","","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000419","PT-01q6LP","KMS-28BM","KMS28BM","PCM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM","",NA,"CVCL_2994",77,"Adult","Female","asian","Primary","haematopoietic_and_lymphoid_tissue","HSRRB","HSRRB","",NA,"Suspension","MF-001-001","RPMI + 10% FBS","",NA,"KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","JCRB1192","None","","",NA,"",NA,""
"OTC","5009",0,"ACH-000724","PT-B0Dqk6","HT-1376","HT1376","BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","",NA,"CVCL_1292",58,"Adult","Female","caucasian","Primary","urinary_tract","ATCC","ATCC","",NA,"Adherent","MF-006-001","MEM + 10% FBS","",NA,"HT1376_URINARY_TRACT","CRL-1472","None","","",1211,"SIDM00678",907066,""
